window_id,condition,start_seconds,end_seconds,time_to_onset_midpoint_seconds,export_channel,channel_label,usable,rms_uv,line_length_uv_per_sample,zero_crossing_rate,hjorth_mobility,hjorth_complexity,spectral_entropy,theta_relative_power,alpha_relative_power,beta_relative_power
preictal_01,preictal,1083,1089,-57.0,1,EEG Fp1,True,29.65678623751832,5.889704787850946,0.09117551286225985,0.26819002915527784,4.504689650732188,0.7387376384340643,0.6248053834769872,0.06571653768150443,0.3094780788415083
preictal_01,preictal,1083,1089,-57.0,2,EEG F3,True,15.268787847069898,6.8866475992809395,0.17518723542819928,0.7530659138183036,1.7976006144527652,0.9411190839122375,0.23487579995054386,0.12573190684763416,0.6393922932018219
preictal_01,preictal,1083,1089,-57.0,3,EEG C3,True,6.1493635328640455,2.208909837737782,0.13415825464018236,0.6493157534193863,2.0779661276104826,0.9394769808028236,0.2255951142714367,0.11924639988416247,0.655158485844401
preictal_01,preictal,1083,1089,-57.0,4,EEG P3,True,5.602710083989332,1.8846604909768578,0.12243568870074895,0.46203970246436166,3.1104039213248678,0.8958340966022152,0.3918500628420777,0.1691288478897378,0.43902108926818445
preictal_01,preictal,1083,1089,-57.0,5,EEG O1,True,11.765290076777987,2.636973244306951,0.08205796157603387,0.3049104461736849,4.642418052444079,0.9179731673492625,0.35079256851023055,0.11920262827395851,0.5300048032158109
preictal_01,preictal,1083,1089,-57.0,6,EEG F7,True,21.212422057028284,7.100371200396368,0.10941061543471182,0.6537913451906512,2.203517129376356,0.9243015542925244,0.2626890229395995,0.1633327007506078,0.5739782763097928
preictal_01,preictal,1083,1089,-57.0,7,EEG T3,True,15.092780536005918,7.606952331713777,0.20058612829697167,0.7691918119759189,1.6657662493275482,0.9457161257689741,0.13373448615866254,0.16435780199161767,0.7019077118497199
preictal_01,preictal,1083,1089,-57.0,8,EEG T5,True,10.399513012030312,3.236969921747442,0.11299251058287203,0.4275042310495264,3.110032236599694,0.9247585730909837,0.23385479437420342,0.15993622574455973,0.6062089798812368
preictal_01,preictal,1083,1089,-57.0,9,EEG Fc1,True,5.812240670313848,1.949253285908385,0.14588082057961577,0.5563942830032799,2.481860948043761,0.9147300424416942,0.3815547397101352,0.14125460509329288,0.4771906551965718
preictal_01,preictal,1083,1089,-57.0,10,EEG Fc5,True,12.563611844643898,6.302644445400587,0.23542819928362096,1.0300247709309647,1.337853983181805,0.9317376352352355,0.16252982397750582,0.17144694134142865,0.6660232346810656
preictal_01,preictal,1083,1089,-57.0,11,EEG Cp1,True,6.544004322601999,1.4324248737870835,0.09996743731683491,0.3041049495180297,4.986387877542178,0.9119344715907527,0.3864147060577882,0.19726414625478864,0.4163211476874232
preictal_01,preictal,1083,1089,-57.0,12,EEG Cp5,True,6.427257585684421,2.4247667508720996,0.13806577661999347,0.6660433494783373,2.0155306996746205,0.9125534782281923,0.29834222960072654,0.16415218561347916,0.5375055847857944
preictal_01,preictal,1083,1089,-57.0,13,EEG F9,True,13.269003641038196,5.311778709765613,0.13806577661999347,0.7040202442638294,2.0050813618822216,0.8987016579107618,0.35192630973826317,0.22218498731606998,0.42588870294566683
preictal_01,preictal,1083,1089,-57.0,14,EEG Fz,True,12.446385256224017,2.171175419939791,0.10094431781178768,0.25250897882348083,5.54829168288291,0.8160842067805049,0.6419152172407041,0.1657517149382431,0.1923330678210529
preictal_01,preictal,1083,1089,-57.0,15,EEG Cz,True,5.138332053805976,1.5384933952065292,0.13187886681862585,0.4184763743313025,3.5406437564849993,0.9366802513512088,0.2345013487720099,0.24084298782324495,0.5246556634047451
preictal_01,preictal,1083,1089,-57.0,16,EEG Pz,True,10.005943807219667,1.4395035418583033,0.029957668511885378,0.19623735881388574,7.74253273681093,0.8978303082373055,0.4151719259248206,0.20442203347970186,0.3804060405954775
preictal_01,preictal,1083,1089,-57.0,17,EEG Fp2,True,31.934131601158754,6.283518997992683,0.07945294692282644,0.2741020047343277,4.416739770410724,0.7396207701265047,0.6178248812586862,0.07017180535254203,0.3120033133887719
preictal_01,preictal,1083,1089,-57.0,18,EEG F4,True,19.953843386107106,10.71858932424541,0.19928362097036795,0.8413573449304366,1.6462442593729383,0.9157176314389818,0.24492078340370735,0.0981788270853376,0.656900389510955
preictal_01,preictal,1083,1089,-57.0,19,EEG C4,True,10.185808127539257,4.826887396640215,0.18658417453598178,0.7975825318859019,1.6878057669175954,0.9594520777247547,0.16583498126172605,0.1394816551036802,0.6946833636345938
preictal_01,preictal,1083,1089,-57.0,20,EEG P4,True,10.057525075245795,2.3991052736321774,0.07619667860631717,0.3551544846661919,3.891406447672789,0.9264401164139975,0.1588394149381917,0.15259529592503873,0.6885652891367695
preictal_01,preictal,1083,1089,-57.0,21,EEG O2,True,8.748951930120429,2.5353341203685793,0.11396939107782482,0.39954647759126144,3.616412336131915,0.8670845273001935,0.45427201367491865,0.09724212734655358,0.44848585897852783
preictal_01,preictal,1083,1089,-57.0,22,EEG F8,True,23.686461852647646,11.128641120378912,0.2031911429501791,0.8093716540187184,1.8046934163439443,0.7854210779857332,0.5937190258934871,0.09387051656298413,0.31241045754352875
preictal_01,preictal,1083,1089,-57.0,23,EEG T4,True,18.86567055030025,10.524271568217124,0.24454575056984695,0.8864945024311724,1.4353135217637678,0.9344107130625852,0.07147334921626525,0.1236132358641569,0.8049134149195779
preictal_01,preictal,1083,1089,-57.0,24,EEG T6,True,16.714617450665727,3.9502989432236024,0.10192119830674047,0.32079427870112526,4.053371054407287,0.9403842472663112,0.15212452715042638,0.14214229091056654,0.705733181939007
preictal_01,preictal,1083,1089,-57.0,25,EEG Fc2,True,11.605426138060631,3.665893831318416,0.12341256919570173,0.463912270216738,2.8843365416222704,0.9126658562102584,0.3345170388519233,0.15348332154109023,0.5119996396069865
preictal_01,preictal,1083,1089,-57.0,26,EEG Fc6,True,19.727706919532746,12.370595124382392,0.26147834581569523,1.0629571879856867,1.3626203443507308,0.9602613363436036,0.15409206009666512,0.13588273796630568,0.7100252019370292
preictal_01,preictal,1083,1089,-57.0,27,EEG Cp2,True,5.876033733416487,1.7844785727034724,0.11755128622598503,0.4452106421726438,3.2361270308727,0.9444417247985177,0.23579488219976924,0.21406438592737317,0.5501407318728576
preictal_01,preictal,1083,1089,-57.0,28,EEG Cp6,True,8.0342109313335,3.6782418450142487,0.1579290133507001,0.7540895093784205,1.8181961517592957,0.9277474044189161,0.17240273634579453,0.11817479522153211,0.7094224684326734
preictal_01,preictal,1083,1089,-57.0,29,EEG F10,True,15.581964899862815,8.161222623762773,0.21686746987951808,0.8450887247430913,1.7394382855749508,0.9163253512288558,0.3459183652476162,0.17090234819998837,0.4831792865523954
preictal_02,preictal,1089,1095,-51.0,1,EEG Fp1,True,27.50503738381608,7.07151882359872,0.1162487788993813,0.36776138429500876,3.137692663941006,0.9411590466733437,0.18788948489170945,0.07815714591469906,0.7339533691935914
preictal_02,preictal,1089,1095,-51.0,2,EEG F3,True,14.391577248708286,5.177583209688855,0.14783458156952134,0.5186434709929744,2.3722758924772265,0.9482911287803378,0.11142598226367667,0.13016672572286941,0.7584072920134539
preictal_02,preictal,1089,1095,-51.0,3,EEG C3,True,8.55517957573147,1.6903047735968963,0.0801042005861283,0.2650767047291433,5.4113057288942965,0.9254288307997564,0.3138253872068802,0.15987311402601442,0.5263014987671053
preictal_02,preictal,1089,1095,-51.0,4,EEG P3,True,8.835404553964294,2.2071985112809105,0.08498860306089222,0.3421839491281728,3.8938900998724684,0.9148140498996873,0.40687607218254823,0.21082399829720647,0.3822999295202454
preictal_02,preictal,1089,1095,-51.0,5,EEG O1,True,17.593359892566383,3.2069861387425913,0.0429827417779225,0.24898068447825233,5.342715796269582,0.9421732283414704,0.3009566834849011,0.21063253491591177,0.48841078159918716
preictal_02,preictal,1089,1095,-51.0,6,EEG F7,True,56.5133004196721,4.240817959358245,0.03386519049169651,0.10313400179654178,11.96521797650114,0.8932287643643542,0.4045978130113139,0.1491091230343063,0.44629306395437984
preictal_02,preictal,1089,1095,-51.0,7,EEG T3,True,25.251492520760635,8.186218946402171,0.13415825464018236,0.4679191871920501,2.658328779185235,0.9445251652903981,0.10083288801792653,0.11009044258303699,0.7890766693990365
preictal_02,preictal,1089,1095,-51.0,8,EEG T5,True,12.97404289163858,6.367516495487792,0.21361120156300878,0.6910731930358959,1.7309713529110666,0.9405327374737937,0.18021294488981424,0.14855104966230828,0.6712360054478775
preictal_02,preictal,1089,1095,-51.0,9,EEG Fc1,True,5.5402978254787385,1.566143709509883,0.11559752523607945,0.38752083068126264,3.6451478216805997,0.9197450977589093,0.3455897847137346,0.13283652111415978,0.5215736941721058
preictal_02,preictal,1089,1095,-51.0,10,EEG Fc5,True,21.214769900967784,4.102043865985193,0.0882448713774015,0.25592412131889447,5.460623808899307,0.9257161493638881,0.35065330563633623,0.1896893097410256,0.45965738462263817
preictal_02,preictal,1089,1095,-51.0,11,EEG Cp1,True,4.95913903494065,1.3789735213015848,0.1208075545424943,0.3857974923149122,3.7910999473771874,0.9386988237610042,0.3377849353552847,0.20809975800281133,0.4541153066419039
preictal_02,preictal,1089,1095,-51.0,12,EEG Cp5,True,10.444562808312714,2.9656436876070127,0.1289482253337675,0.38959937756321716,3.256760102487053,0.9439162847354385,0.2897492584194122,0.17861366648373467,0.5316370750968533
preictal_02,preictal,1089,1095,-51.0,13,EEG F9,True,34.44981034110597,4.31492730864926,0.0475415174210355,0.16220033617440183,8.311489829649744,0.9081278646381423,0.3810275895790032,0.18761924943233546,0.43135316098866133
preictal_02,preictal,1089,1095,-51.0,14,EEG Fz,True,9.10561879472244,2.569157950524952,0.10322370563334418,0.42867238918243394,2.9022910197034895,0.9227205417553327,0.27932952805171934,0.1103137341704442,0.6103567377778364
preictal_02,preictal,1089,1095,-51.0,15,EEG Cz,True,4.439028354355518,1.3695276940399417,0.13774014978834256,0.4329194866056236,3.3558007353294297,0.8893579986277157,0.4620199791630363,0.13781540021924651,0.40016462061771707
preictal_02,preictal,1089,1095,-51.0,16,EEG Pz,True,7.43474503683085,1.3506501683768344,0.07391729078476067,0.2492880598297213,5.925540972763994,0.8637161869645118,0.519601804356698,0.1729181227750027,0.30748007286829926
preictal_02,preictal,1089,1095,-51.0,17,EEG Fp2,True,48.1160425493593,13.706321502239863,0.11071312276131554,0.4923542106835484,2.420371784840901,0.9410148804880955,0.14091727767781295,0.113820924267973,0.745261798054214
preictal_02,preictal,1089,1095,-51.0,18,EEG F4,True,63.482657989840725,10.424482310262386,0.06317160534028005,0.2863486951080582,3.89880293557842,0.8865583572388633,0.04711833352549865,0.06480486021418017,0.8880768062603211
preictal_02,preictal,1089,1095,-51.0,19,EEG C4,True,10.666701708408278,2.8888347209917375,0.14327580592640835,0.36782502923353344,3.6259751179746655,0.9258757847084215,0.27356443200786945,0.13588018476549663,0.5905553832266339
preictal_02,preictal,1089,1095,-51.0,20,EEG P4,True,6.508662520373533,1.9838592673294624,0.14457831325301204,0.4149172750493268,3.3770953303156337,0.9338067917927392,0.34795382912539136,0.2137871518876557,0.4382590189869528
preictal_02,preictal,1089,1095,-51.0,21,EEG O2,True,7.9274973680478045,2.429803402757353,0.10713122761315533,0.4192766624162384,3.406445957367738,0.8511264394822696,0.5561087143106485,0.12675013751838862,0.3171411481709628
preictal_02,preictal,1089,1095,-51.0,22,EEG F8,True,71.19938407453338,7.466757323635202,0.07098664929990231,0.15641856423934866,8.19658225151737,0.8838241427116922,0.4961144131273558,0.15814029923577014,0.345745287636874
preictal_02,preictal,1089,1095,-51.0,23,EEG T4,True,28.23033916303676,10.06565594687631,0.16118528166720938,0.5247126872966669,2.46857408303601,0.9529810304532996,0.1369994359916076,0.08911538485845778,0.7738851791499346
preictal_02,preictal,1089,1095,-51.0,24,EEG T6,True,15.385915123856003,4.267176008585009,0.09443178117876913,0.3653443051966461,3.464898559299961,0.9495203632796926,0.1549423521657343,0.14033621865313237,0.7047214291811333
preictal_02,preictal,1089,1095,-51.0,25,EEG Fc2,True,17.918412698885287,2.880794325508081,0.11494627157277759,0.21718227850618307,5.682546175097281,0.9096734018042731,0.36541697931425965,0.2546991490331095,0.379883871652631
preictal_02,preictal,1089,1095,-51.0,26,EEG Fc6,True,25.50053873076696,8.340976051768742,0.18495604037772712,0.467991588859233,2.9569128596648127,0.9214911123497882,0.39540117070868563,0.16927853541147808,0.43532029387983623
preictal_02,preictal,1089,1095,-51.0,27,EEG Cp2,True,4.194555344743556,1.314383479283936,0.13253012048192772,0.43500618117635953,3.4273050336991995,0.8828740166787158,0.46382712125571607,0.14966509460755578,0.3865077841367282
preictal_02,preictal,1089,1095,-51.0,28,EEG Cp6,True,13.070724047943788,2.7983905186425027,0.11071312276131554,0.2910065512211865,4.690572899724986,0.9393231900872852,0.3169538091510675,0.19177473652662702,0.49127145432230546
preictal_02,preictal,1089,1095,-51.0,29,EEG F10,True,40.412430865638996,6.155567359823252,0.10420058612829697,0.20321498214735176,6.750235608127628,0.8685911423626197,0.5219948344853743,0.13123087772494274,0.3467742877896829
preictal_03,preictal,1095,1101,-45.0,1,EEG Fp1,True,51.67967565591173,7.573983842370157,0.10713122761315533,0.22505527694084987,5.871914711915623,0.7063007276182887,0.7317241706413649,0.05590033453454451,0.21237549482409074
preictal_03,preictal,1095,1101,-45.0,2,EEG F3,True,35.73643431166302,12.147739458693259,0.1253663301856073,0.7338170772613266,1.8100706638232964,0.9308488257510174,0.18882161352687224,0.10608980873912544,0.7050885777340022
