patient_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
PN00,0.16755018182470321,0.14005900412529387,0.12881961568154043,0.13449667235659413,0.13167271104320658,0.1358104469628908,0.13560094046210397,0.1342122327250752,0.13176432000186467,0.13050539533854424,0.13126563417410797,0.13140612237039817,0.13359407420061048,0.13150309326922108,0.13280270622216062,0.13265089288673332,0.13224082959555158,0.13106148889390906,0.13117878689124596,0.13059087383712353,0.13158517261357533,0.13041355997916476,0.13058401613886603,0.13060834649073058,0.1292252594087778,0.12880519212878347,0.1281174722350244,0.12756577004163358,0.1278571385432188
PN01,0.30621044355607474,0.32457137491206334,0.3142214696263702,0.3219751154955425,0.3330225358364558,0.3175446908956742,0.33162308578578503,0.3967146239999523,0.4167644525631346,0.3976133783789221,0.3880913932220498,0.44192050881240363,0.45300844506746507,0.43022485340665917,0.44810292785807027,0.4468062764092148,0.44925954718627903,0.4309450467750121,0.4293859054354304,0.4535937261272114,0.4513331246407139,0.44362079865741744,0.4501449562928185,0.4580240156390811,0.46484343351319385,0.4802807852767915,0.4776778809208785,0.4712732681665523,0.46980676140065136
PN03,0.14286816617301995,0.14928086263957127,0.15854842106349923,0.1842352138089376,0.1671765220102473,0.161011419707699,0.16219094430756512,0.15773316651043623,0.15698556869251812,0.15155035428094288,0.15186772936171944,0.15432492495782446,0.1498515618431353,0.14872190821822281,0.14654366269243127,0.14694795241543984,0.14632126907863718,0.1470099198013308,0.14859516767772235,0.14664414780723842,0.14707720802715013,0.1465192651848539,0.14618821337986518,0.14574637044590028,0.14670651661371772,0.1483157969959012,0.1481237789977752,0.14666969055690277,0.14625489334054254
PN05,0.18708124833561218,0.24412037822430174,0.22708914899134497,0.2821292003607253,0.35611533030525366,0.21885624165043094,0.188014908496203,0.20608451974612046,0.1974875304517388,0.19550045561536503,0.22903499175171418,0.22067442831660444,0.20256235027588132,0.1987554384228339,0.19832931522063246,0.19545627247255565,0.19101368593634047,0.20892353574352357,0.2184588174325508,0.2158021784677805,0.21252294092424062,0.2229922765233716,0.2244288537511411,0.233471451302334,0.22814991224899206,0.23220102152068453,0.2498707779088298,0.25765817574668687,0.25066673104068415
PN06,0.18366207219898767,0.17114498576301201,0.17190607915437173,0.16711538191991615,0.16891708428002258,0.17638364335271745,0.17657838438149104,0.17398248486548112,0.17856614197719983,0.18424610113123868,0.18938643514256073,0.19171973986352514,0.18727427751770706,0.18672629886127462,0.18220445807408317,0.18495083899514325,0.18441579180635057,0.18081011925169507,0.17931387496326423,0.1786102555265236,0.17725465236761073,0.17912567729984974,0.18024207353431188,0.18212503139769637,0.1803742527066788,0.18073927550276192,0.18142170815799152,0.18272085270099664,0.1799797939683917
PN07,0.32977462513925976,0.3230993194149666,0.3636455399276573,0.36142198745421983,0.347365984917195,0.45195130866627864,0.39228882379175384,0.4082449879668656,0.40513682625595193,0.40209993659054555,0.3641944540410624,0.358247256422879,0.33630324848194215,0.32590085026830357,0.31798567319030113,0.3257320003442963,0.3485249041214091,0.3433087567532531,0.3351182285448881,0.32830049511534243,0.3164561002195754,0.31246141569498176,0.30776508009236214,0.310021932255724,0.30986291053687537,0.30521373496527093,0.30201152370993006,0.2964594551523603,0.2900026093011298
PN09,0.22231919552439353,0.3886649780340423,0.258245234858892,0.25980779143041666,0.354480036047925,0.3368450723283974,0.34655601707769423,0.3738138357027001,0.348344460455907,0.32147967216827245,0.3048087340008706,0.2993719281506877,0.2884026932529463,0.2748624480706895,0.2760936714459533,0.2701507746339307,0.2651006204328943,0.2646269682402224,0.26512361855648536,0.2619557199318346,0.25952842780653507,0.2564366447461507,0.25562843076530717,0.2589159070077146,0.2664121155270825,0.2672413820604579,0.2679894544709255,0.26782620858827966,0.2684654404600225
PN10,0.2282956395469038,0.23373933280558168,0.27372608636646545,0.24856078458033531,0.22958037879725451,0.2302525962430471,0.2816265296135686,0.2738392121703602,0.27106453245521805,0.25012092079348647,0.2633928476171138,0.2645740232437031,0.28046069825979103,0.2903281645079937,0.3021781637210643,0.30478216049298945,0.30477619732875555,0.2875216594334815,0.28687310480197803,0.29118417183943324,0.3038663578126855,0.30505036736107594,0.3007554514008342,0.3020209786237311,0.30365441083323086,0.3062777064234522,0.28644901050336835,0.28405677826056835,0.2836125622752008
PN11,0.1722908965974346,0.15548750476369952,0.1601649299014868,0.16055590414078583,0.1600734241520118,0.15922151354090586,0.1576698741154296,0.15859588118666595,0.15811117077143844,0.15764752713461774,0.15886411068776524,0.1573061102806488,0.15894393228861792,0.1587258339342556,0.15809825262722382,0.15797312120618387,0.15705590894738194,0.15870560412916038,0.15870969011529018,0.15865270351610053,0.15866919300647292,0.1583629275102818,0.15827602942460217,0.15811505696896,0.15653895324428707,0.15666068782491824,0.15625349244145442,0.15619963670986897,0.15632197530662073
PN12,0.3056862396803587,0.42588241632977747,0.4619378620078827,0.4874908069376718,0.49633774284899446,0.5120771058773873,0.5078242655187125,0.46810114002345293,0.4458822513833486,0.46143749419786295,0.46370083901396764,0.47160613634479065,0.45227751243315084,0.4427825072507466,0.43430728129286705,0.43294183884909104,0.4044811477152363,0.404173533579569,0.412183937343074,0.41347589208924174,0.42048142034414926,0.41298583189886445,0.4185647648099342,0.4207328940392363,0.4126436829699958,0.42466493640863495,0.42118949749484924,0.41839927512645503,0.414353783170699
